USA,5352888
FrenchPolynesia,112
Bhutan,113
Seychelles,127
Monaco,141
Brunei,142
Barbados,143
Bermuda,159
CaymanIslands,203
Gibraltar,203
Belize,210
SintMaarten,219
TurksandCaicos,224
Cambodia,268
Eritrea,285
PapuaNewGuinea,287
Mongolia,293
TrinidadandTobago,308
Guadeloupe,317
FaeroeIslands,335
IsleofMan,336
Martinique,336
Mauritius,344
Myanmar,361
Comoros,399
Burundi,408
Taiwan,481
Tanzania,509
Guyana,602
ChannelIslands,603
SanMarino,699
DiamondPrincess,712
Réunion,734
Lesotho,781
Aruba,798
Vietnam,880
SaoTomeandPrincipe,881
Chad,949
Andorra,977
Bahamas,989
Jamaica,1047
Botswana,1066
Togo,1070
Niger,1158
Malta,1190
BurkinaFaso,1213
Liberia,1252
Georgia,1278
Cyprus,1291
Latvia,1303
Jordan,1303
Syria,1327
Uganda,1332
Uruguay,1385
Gambia,1477
NewZealand,1579
Angola,1735
Tunisia,1780
Yemen,1841
SierraLeone,1937
Iceland,1972
Benin,2014
Guinea-Bissau,2088
Estonia,2174
Rwanda,2189
Slovenia,2303
Lithuania,2309
SouthSudan,2477
Suriname,2559
Mozambique,2559
Mali,2582
Slovakia,2690
SriLanka,2881
CaboVerde,3000
Mayotte,3091
Cuba,3093
Somalia,3227
Thailand,3356
Namibia,3406
Eswatini,3525
Congo,3745
Montenegro,3748
Nicaragua,4115
HongKong,4244
CAR,4652
Malawi,4752
Hungary,4768
Zimbabwe,4818
EquatorialGuinea,4821
Djibouti,5358
Maldives,5366
Croatia,5870
Greece,6177
Libya,6302
Mauritania,6598
Albania,6817
Luxembourg,7242
Lebanon,7413
Paraguay,7519
Finland,7642
Haiti,7649
Tajikistan,7912
Gabon,8077
Guinea,8116
Zambia,8275
FrenchGuiana,8423
Malaysia,9114
DRC,9538
Norway,9772
Senegal,11587
Sudan,12033
NorthMacedonia,12217
Madagascar,13397
Bulgaria,13893
S.Korea,14714
BosniaandHerzegovina,14961
Denmark,15070
Palestine,15184
IvoryCoast,16847
Cameroon,18213
Czechia,18984
ElSalvador,21644
Australia,22127
Austria,22439
Nepal,24432
CostaRica,25057
Ethiopia,25118
Ireland,26838
Venezuela,27938
Kenya,28104
Moldova,28697
Serbia,28751
Uzbekistan,32465
Azerbaijan,33824
Morocco,36694
Algeria,36699
Switzerland,37169
Afghanistan,37345
Kyrgyzstan,40759
Armenia,40794
Ghana,41572
Bahrain,45264
Nigeria,47290
Honduras,48403
Japan,48928
Portugal,53223
Poland,53676
Singapore,55395
Guatemala,57966
Netherlands,60627
UAE,63212
Romania,65177
Belarus,69102
Kuwait,73785
Belgium,75008
Panama,76464
DominicanRepublic,82224
Oman,82299
Sweden,83455
Ukraine,84548
China,84737
Israel,88151
Bolivia,93328
Ecuador,95563
Egypt,95834
Kazakhstan,100855
Qatar,113938
Canada,120633
Indonesia,130718
Philippines,143749
Iraq,160436
France,206696
Germany,220850
Turkey,244392
Italy,251713
Argentina,260911
Bangladesh,266498
Pakistan,285921
SaudiArabia,293037
UK,313798
Iran,333699
Spain,376864
Chile,378168
Colombia,422519
Peru,489680
Mexico,492522
SouthAfrica,568919
Russia,902701
India,2395471
Brazil,3164785
